source:,https://www.sec.gov/cgi-bin/browse-edgar?action=getcurrent,,forms_checked:,53161
number_loans:,1,,total_loan_amount:,1390298467
last_updated:,"2021-01-07 00:07:57"
name,ticker,exchange,cik,sector,industry,market_cap,market_cap_date,accession_number,sec_url,form,sec_filing_date,loan_amount_usd,note,revenue_consensus,full_time_employees,city,state,state_code,zipcode,country_code,metro_area_cbsa,website,summary,returned_loan,return_filing,bank
"Polar Power, Inc.",POLA,NASDAQ,0001622345,Miscellaneous,"Industrial Machinery/Components",55632002,,0000121390020011455,https://www.sec.gov/Archives/edgar/data/1622345/000121390020011455/0001213900-20-011455-index.htm,8-K,2020-05-08,1710000,,4000000,179,Gardena,California,CA,90248,US,"Los Angeles-Long Beach-Anaheim, CA",http://www.polarpower.com,"Polar Power, Inc. designs, manufactures, and sells direct current (DC) power systems for applications in the telecommunications, military, electric vehicle charging, cogeneration, distributed power, and uninterruptable power supply markets in the United States and internationally. It offers DC base power systems, DC hybrid power systems, and DC solar hybrid power systems. Polar Power, Inc. installs, sells, and services its products through its direct sales force, and a network of independent service providers and dealers. The company was formerly known as Polar Products, Inc. and changed its name to Polar Power, Inc. in October 1991. Polar Power, Inc. was founded in 1979 and is headquartered in Gardena, California.",FALSE,,Citibank
"IMAC Holdings, Inc.",IMAC,NASDAQ,0001729944,"Health Care","Medical Specialities",18115157,,0000149315220007100,https://www.sec.gov/Archives/edgar/data/1729944/000149315220007100/0001493152-20-007100-index.htm,8-K,2020-04-24,1691520,,4260000,108,Brentwood,Tennessee,TN,37027,US,"Nashville-Davidson-Murfreesboro-Franklin, TN",http://www.imacregeneration.com,"IMAC Holdings, Inc. provides orthopedic therapies through a chain of innovative medical advancements and care regeneration centers in the United States. Its outpatient medical clinics provide regenerative, orthopedic, and minimally invasive procedures and therapies to patients with sports injuries, back pain, knee pain, joint pain, ligament and tendon damage, and other related soft tissue conditions. As of March 26, 2020, the company owned or managed 14 outpatient clinics in Kentucky, Missouri, Tennessee, and Illinois. IMAC Holdings, Inc. was founded in 2000 and is based in Brentwood, Tennessee.",FALSE,,"Pinnacle Bank"
"Aehr Test Systems",AEHR,NASDAQ,0001040470,"Capital Goods","Electrical Products",58975089,,0000165495420004538,https://www.sec.gov/Archives/edgar/data/1040470/000165495420004538/0001654954-20-004538-index.htm,8-K,2020-04-28,1678789,,4580000,79,Fremont,California,CA,94539,US,"San Francisco-Oakland-Hayward, CA",http://www.aehr.com,"Aehr Test Systems primarily designs, engineers, manufactures, and sells test and burn-in equipment for use in the semiconductor industry in the United State, Asia, Europe, and internationally. It provides full wafer contact test systems, test during burn-in systems, test fixtures, and related accessories. The company offers Advanced Burn-in and Test System family of packaged part burn-in and test systems, which perform test during burn-in of complex devices, such as digital signal processors, microprocessors, microcontrollers, and systems-on-a-chip, as well as individual temperature control for high-power advanced logic devices. It also provides FOX systems, which are full wafer contact parallel test and burn-in systems designed to make contact with various pads of a wafer simultaneously; WaferPak contactor that includes a full-wafer probe card for use in testing wafers in FOX systems; DiePak carrier, a reusable and temporary package that enables integrated circuit (IC) manufacturers to perform test and burn-in of singulated bare die or very small multi-IC modules; and test fixtures that hold the devices undergoing test or burn-in and electrically connect the devices under test to the system electronics. In addition, the company offers WaferPak Aligner, which performs automatic alignment of the customer's wafer to the WaferPak contactor; and DiePak Loader that performs automatic loading of the customer's modules to the DiePak carrier. Further, Aehr Test Systems provides customer service and support programs, including system installation, system repair, applications engineering support, spare parts inventory, customer training, and documentation services. It markets and sells its products to semiconductor manufacturers, semiconductor contract assemblers, electronics manufacturers, and burn-in and test service companies through a network of distributors and sales representatives. Aehr Test Systems was founded in 1977 and is headquartered in Fremont, California.",FALSE,,"Silicon Valley Bank"
"Twinlab Consolidated Holdings, Inc.",TLCC,OTC,0001590695,"Consumer Defensive","Medicinal and botanicals",60076000,,0000143774920010961,https://www.sec.gov/Archives/edgar/data/1590695/000143774920010961/0001437749-20-010961-index.htm,8-K,2020-05-15,1673900,,,85,"Boca Raton",Florida,FL,33431,US,"Miami-Fort Lauderdale-West Palm Beach, FL",http://www.tchhome.com,"Twinlab Consolidated Holdings, Inc., together with its subsidiaries, manufactures, markets, distributes, and retails nutritional supplements and other natural products in North America, Europe, and internationally. The company offers vitamins, minerals, specialty supplements, and sports nutrition products under the Twinlab brand; healthy aging and beauty products under the Reserveage Nutrition and ResVitale brands; diet and energy products under the Metabolife and Re-Body brands; and a line of herbal teas under the Alvita brand, as well as joint support products under the Trigosamine brand. It also acts as contract manufacturers for private label customers. The company sells its products in various formulations and delivery forms, including capsules, tablets, softgels, chewables, liquids, sprays, and powders primarily through health and natural food stores, supermarkets, mass market retailers, specialty stores retailers, online retailers, and Websites. Twinlab Consolidated Holdings, Inc. is based in Boca Raton, Florida.",FALSE,,"Fifth Third Bank"
"Venus Concept Inc.",VERO,NASDAQ,0001409269,"Health Care","Medical/Dental Instruments",71159884,,0000119312520127865,https://www.sec.gov/Archives/edgar/data/1409269/000119312520127865/0001193125-20-127865-index.htm,8-K,2020-04-30,1665000,,15950000,525,Toronto,Ontario,ON,,CA,,http://www.venusconcept.com,"Venus Concept Inc. operates as a medical aesthetic technology company worldwide. Its product portfolio includes aesthetic device platforms, including Venus Versa, a multi-treatment platform to address the aesthetic procedures without surgery or downtime; Venus Legacy, an advanced device that resolves challenging face and body aesthetic needs; Venus Velocity, a diode laser for hair removal; Venus Fiore, which addresses internal vaginal health restoration, labia skin tightening, and mons pubis reduction; Venus Viva, a customizable skin resurfacing device that allows operator control of ablation and coagulation for resolving the appearance of mild to severe skin damage for various skin types; Venus Freeze Plus, an anti-aging system for non-invasive skin tightening; and Venus Bliss, a solution for the fat reduction category. The company also offers NeoGraft, an automated hair restoration system that facilitates the harvesting of follicles during a FUE process; and ARTAS and ARTAS iX robotic hair restoration systems, which harvest follicular units directly from the scalp and create recipient implant sites using proprietary algorithms. Venus Concept Inc. is headquartered in Toronto, Canada.",FALSE,,"City Nationl Bank"
"CHF Solutions, Inc.",CHFS,NASDAQ,0001506492,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",19070338,,0000114036120011372,https://www.sec.gov/Archives/edgar/data/1506492/000114036120011372/0001140361-20-011372-index.htm,8-K,2020-05-12,1660000,"Filed notice with SEC that the company will return $1,660,000 loan on 5/12/20.",1300000,66,"Eden Prairie",Minnesota,MN,55344,US,"Minneapolis-St. Paul-Bloomington, MN-WI",http://www.chf-solutions.com,"CHF Solutions, Inc., a medical device company, focuses on developing, manufacturing, and commercializing devices used in ultrafiltration therapy. The company's commercial product is the Aquadex FlexFlow System, which is indicated for temporary ultrafiltration treatment of patients with fluid overload who have failed diuretic therapy, and extended ultrafiltration treatment of patients with fluid overload who have failed diuretic therapy and require hospitalization. Its Aquadex FlexFlow system includes a console, disposable blood set, and catheter. The company sells its products to hospitals and clinics through its direct Salesforce in the United States; and through independent specialty distributors primarily in the United Kingdom, Italy, Spain, Germany, Austria, Switzerland, Southeast Asia, Brazil, India, and Greece. The company was formerly known as Sunshine Heart, Inc. and changed its name to CHF Solutions, Inc. in May 2017. CHF Solutions, Inc. was founded in 1999 and is headquartered in Eden Prairie, Minnesota.",TRUE,https://www.sec.gov/Archives/edgar/data/1506492/000114036120011372/0001140361-20-011372-index.htm,Unidentified
"Innovative Food Holdings, Inc.",IVFH,OTC,0000312257,"Consumer Defensive","Groceries, general line",12143165,,0000118518520000516,https://www.sec.gov/Archives/edgar/data/312257/000118518520000516/0001185185-20-000516-index.htm,8-K,2020-04-22,1650221,,,112,"Bonita Springs",Florida,FL,34135,US,"Naples-Immokalee-Marco Island, FL",http://www.ivfh.com,"Innovative Food Holdings, Inc., through its subsidiaries, provides perishables, specialty food products, and healthcare products to restaurants, hotels, country clubs, national chain accounts, casinos, hospitals, and catering houses in the United States and internationally. The company distributes approximately 7,000 perishable and specialty food and food related products, including origin-specific seafood, domestic and imported meats, exotic game and poultry, artisanal cheeses, prepared meals, caviar, wild and cultivated mushrooms, micro-greens, organic farmed and manufactured food products, and estate-bottled olive oils and aged vinegars, as well as curated food gift baskets, gift boxes, and a full range of food subscription based offerings. It also provides a line of specialty healthcare related products; foodservice consulting and advisory services; and sales and brand management services for organic and specialty food consumer packaged goods companies. In addition, the company offers direct to consumer and direct to business specialty food items through its own Website igourmet.com and forethegourmet.com; and through other channels, such as amazon.com, jet.com, and walmart.com, as well as operates mouth.com, an online retailer of specialty foods, monthly subscription boxes, and curated gift boxes to consumers and corporate customers. It provides its products directly from its network of vendors and warehouses. The company is based in Bonita Springs, Florida.",FALSE,,"Fifth Third Bancorp"
"Westell Technologies, Inc.",WSTL,NASDAQ,0001002135,"Public Utilities","Telecommunications Equipment",2147483647,,0000100213520000009,https://www.sec.gov/Archives/edgar/data/1002135/000100213520000009/0001002135-20-000009-index.htm,8-K,2020-04-20,1637522,,,126,Aurora,Illinois,IL,60504,US,"Chicago-Naperville-Elgin, IL-IN-WI",http://www.westell.com,"Westell Technologies, Inc., through its subsidiary, Westell, Inc., designs and distributes telecommunications products to telephone companies in the United States. The company operates through three segments: In-Building Wireless (IBW), Intelligent Site Management (ISM), and Communications Network Solutions (CNS). The IBW segment offers distributed antenna system conditioners; repeaters; battery backup units; and system components and antennas, including couplers, duplexers, splitters, filters, and tappers for commercial and public safety in-building wireless systems. The ISM segment provides a suite of remote units, which provide machine-to-machine communications that enable operators to remotely monitor, manage, and control site infrastructure and support systems. The CNS segment provides a range of outdoor network infrastructure, such as integrated cabinets, power distribution products, copper and fiber connectivity panels, T1 network interface units, and tower mounted amplifiers. The company serves wireless and wireline service providers, multiple systems operators, Internet service providers, systems integrators, neutral host operators, and distributors through field sales organization, distributors, and partners. Westell Technologies, Inc. was founded in 1980 and is headquartered in Aurora, Illinois.",FALSE,,"JPMorgan Chase Bank"
"Akoustis Technologies, Inc.",AKTS,NASDAQ,0001584754,"Public Utilities","Telecommunications Equipment",472418165,,0000121390020013448,https://www.sec.gov/Archives/edgar/data/1584754/000121390020013448/0001213900-20-013448-index.htm,8-K,2020-05-26,1633225,,910000,82,Huntersville,"North Carolina",NC,28078,US,"Charlotte-Concord-Gastonia, NC-SC",http://www.akoustis.com,"Akoustis Technologies, Inc., through its subsidiary, Akoustis, Inc., develops, designs, manufactures, and sells radio frequency (RF) filter products for the mobile wireless device industry in the United States. The company operates in two segments, Foundry Fabrication Services and RF Filters. The Foundry Fabrication Services segment provides engineering review services; and semiconductor wafer-manufacturing and microelectromechanical systems foundry services. The RF Filters segment consists of amplifier and filter products. It offers RF filters for mobile wireless devices, such as smartphones and tablets, cellular infrastructure equipment, Wi-Fi premise equipment, and defense applications. The company was founded in 2014 and is headquartered in Huntersville, North Carolina.",FALSE,,"Bank of America"
"NTN Buzztime, Inc.",NTN,"NYSE MKT",0000748592,"Consumer Services",Broadcasting,3318550,,0000149315220006840,https://www.sec.gov/Archives/edgar/data/748592/000149315220006840/0001493152-20-006840-index.htm,8-K,2020-04-21,1625100,,7160000,74,Carlsbad,California,CA,92008,US,"San Diego-Carlsbad, CA",http://www.buzztime.com,"NTN Buzztime, Inc. provides interactive entertainment and dining technology to bars and restaurants in the United States and Canada. Its principal product and service is its tablet platform. The company also leases equipment, including tablets used in its BEOND tablet platform, and the cases and charging trays for the tablets to certain network subscribers. It also licenses its content to customers to be installed on equipment that they obtain from other parties. The company's interactive entertainment system offers trivia, card, sports, arcade games, customized menus, and self-service features, including dynamic menus, touchscreen ordering, and secure payment. It owns various trademarks, including the Buzztime, Playmaker, Mobile Playmaker, and BEOND Powered. As of December 31, 2018, NTN Buzztime, Inc. served 2,639 venues with its interactive entertainment network. The company was formerly known as NTN Communications, Inc. and changed its name to NTN Buzztime, Inc. in 2005. NTN Buzztime, Inc. was founded in 1984 and is based in Carlsbad, California.",FALSE,,"Level One Bank"
"Zosano Pharma Corporation",ZSAN,NASDAQ,0001587221,"Health Care","Major Pharmaceuticals",53799104,,0000158722120000010,https://www.sec.gov/Archives/edgar/data/1587221/000158722120000010/0001587221-20-000010-index.htm,8-K,2020-04-23,1610000,,,56,Fremont,California,CA,94555,US,"San Francisco-Oakland-Hayward, CA",http://www.zosanopharma.com,"Zosano Pharma Corporation, a clinical stage biopharmaceutical company, focuses on providing therapeutics to patients suffering from migraine using its Adhesive Dermally-Applied Microarray technology. Its lead product candidate is Qtrypta (M207), a proprietary formulation of zolmitriptan used for the treatment of migraine. The company was founded in 2006 and is headquartered in Fremont, California.",FALSE,,"Silicon Valley Bank"
"Mitcham Industries, Inc.",MIND,NASDAQ,0000926423,"Capital Goods","Industrial Machinery/Components",28840495,,0000162828020007894,https://www.sec.gov/Archives/edgar/data/926423/000162828020007894/0001628280-20-007894-index.htm,8-K,2020-05-15,1600000,,8250000,232,"The Woodlands",Texas,TX,77380,US,"Houston-The Woodlands-Sugar Land, TX",http://www.mitchamindustries.com,"Mitcham Industries, Inc., through its subsidiaries, provides technology to the oceanographic, hydrographic, defense, seismic and maritime security industries worldwide. The company operates in two segments, Marine Technology Products, and Equipment Leasing. The Marine Technology Products segment develops, manufactures, and sells proprietary products. Its products include the GunLink seismic source acquisition and control systems that provide operators of marine seismic surveys with precise monitoring and control of energy sources; the BuoyLink RGPS tracking system, which is used to offer precise positioning of marine seismic energy sources and streamers; Digishot energy source controllers; Sleeve Gun energy sources; and SeaLink product line of marine sensors and solid streamer systems. This segment also provides streamer weight collars, depth and pressure transducers, air control valves, and source array systems; spare and replacement parts; repair services, engineering services, training, field service operations, and umbilical termination; and equipment, consumables, systems integration, engineering hardware, and software maintenance support services. The Equipment Leasing segment leases seismic equipment for short-term primarily to seismic data acquisition contractors and oil field service providers. This segment is also involved in the sale of other seismic equipment of other manufacturers; and used equipment from its lease pool. Mitcham Industries, Inc. was founded in 1987 and is headquartered in The Woodlands, Texas.",FALSE,,Unidentified
"BSQUARE Corporation",BSQR,NASDAQ,0001054721,Miscellaneous,"Business Services",20117258,,0000156459020017072,https://www.sec.gov/Archives/edgar/data/1054721/000156459020017072/0001564590-20-017072-index.htm,8-K,2020-04-16,1600000,,,75,Bellevue,Washington,WA,98004,US,"Seattle-Tacoma-Bellevue, WA",http://www.bsquare.com,"BSQUARE Corporation provides software solutions and related engineering services to businesses that develop, market, and sell standalone intelligent systems in North America, Europe, and Asia. It operates through two segments, Partner Solutions and Edge to Cloud. The company offers B2IQ Imaging and Recovery Tool, a turnkey utility for managing the operating system image of a Windows-based device; and B2IQ Field Upgrade Tool, a streamlined utility for remote and cloud-based upgrades of Windows original equipment manufacturers (OEM) appliances and devices. It also provides B2IQ Edge and Cloud Suite, a collection of software components that securely connects edge devices and non-connected assets to the cloud; B2IQ Cloud Base that offers automatic registration of B2IQ Edge devices with the cloud; B2IQ Edge, a compact and edge client that supports bi-directional communication between devices, sensors, and cloud components; B2IQ Gateway, which supports bi-directional communication between constrained devices and the cloud; and B2IQ Edge Modules that includes B2IQ Modbus connector for industrial assets, the B2IQ Canbus connector for automotive assets, and the B2IQ SAE 1939 Canbus connector for diesel assets. In addition, the company offers various professional services, such as operating system (OS) upgrade and porting, embedded OS support, field upgrade consulting, OS lockdown, and Microsoft Azure Sphere engineering services, as well as Windows 10 Internet of Things (IoT) enterprise training services. Further, it develops, deploys, and operates IoT systems for various businesses. The company serves OEMs, original design manufacturers, corporate enterprises, silicon vendors, and peripheral vendors. BSQUARE Corporation was founded in 1994 and is headquartered in Bellevue, Washington.",FALSE,,"JPMorgan Chase Bank"
"MicroVision, Inc.",MVIS,NASDAQ,0000065770,"Capital Goods","Industrial Machinery/Components",787663796,,0000117184320002775,https://www.sec.gov/Archives/edgar/data/65770/000117184320002775/0001171843-20-002775-index.htm,8-K,2020-04-22,1570881,,3270000,30,Redmond,Washington,WA,98052,US,"Seattle-Tacoma-Bellevue, WA",http://www.microvision.com,"MicroVision, Inc. develops PicoP scanning technology to create high-resolution miniature projection, and three-dimensional sensing and image capture solutions in the United States and Asia. Its PicoP scanning technology includes micro-electrical mechanical systems, laser diodes, opto-mechanics, and electronics. The company also develops a light detection and ranging engine for consumer electronic applications and automotive collision avoidance systems. It licenses its products primarily to original equipment manufacturers and original design manufacturers. MicroVision, Inc. was founded in 1993 and is headquartered in Redmond, Washington.",FALSE,,Unidentified
"ImageWare Systems, Inc.",IWSY,OTC,0000941685,Technology,"Prepackaged software",19230000,,0000141588920001161,https://www.sec.gov/Archives/edgar/data/941685/000141588920001161/0001415889-20-001161-index.htm,8-K,2020-05-11,1570600,,785000,73,"San Diego",California,CA,92128,US,"San Diego-Carlsbad, CA",http://www.iwsinc.com,"ImageWare Systems, Inc. provides end-to-end digital identity proofing, authentication, and management solutions as a cloud Software-as-a-Service (SaaS) and on-premises in the United States and internationally. Its products include GoVerifyID Enterprise Suite, a multi-factor and biometric authentication solution for various enterprise security ecosystems; GoVerifyID, a multi-factor and biometric authentication mobile app, SDK, and SaaS solution that can be easily integrated into nearly any system; ImageWare IoT DNA Security, to enhance the performance, scalability, security, and functionality of IoT platforms and applications; and ImageWare Biointellic, an intelligent anti-spoofing system. The company's products also comprise ImageWare CloudID, a cloud-based identity management platform that manages access to biometric enrollment and verification, and scales to fit needs; ImageWare Biometric Engine, a multi-modal biometric technology for identity management that ensures only valid individuals gain access to controlled areas or obtain secure documents; and ImageWare LawEnforcement, an easy-to-use digital booking, identification, and investigative solution accessible via PC, web-based, wireless, or data sharing platforms. In addition, its products include ImageWare Credentialing, a photo ID badge software solution that enables users and software developers to design, print, and encode high security professional ID badges and credentialing solutions; and the pillphone, a biometrically-secured, patient engagement, and medication adherence mobile/cloud solution for use by patients, caregivers, and healthcare professionals. The company serves enterprise security, IT services/MSSP, financial, healthcare, retail and ecommerce, credentialing and smart ID, and government industries. ImageWare Systems, Inc. was founded in 1987 and is headquartered in San Diego, California.",FALSE,,"Comerica Bank"
"Vuzix Corporation",VUZI,NASDAQ,0001463972,Technology,"Radio And Television Broadcasting And Communications Equipment",387885478,,0000110465920049662,https://www.sec.gov/Archives/edgar/data/1463972/000110465920049662/0001104659-20-049662-index.htm,8-K,2020-04-22,1555900,,1960000,90,"West Henrietta","New York",NY,14586,US,"Rochester, NY",http://www.vuzix.com,"Vuzix Corporation designs, manufactures, markets, and sells augmented reality (AR) wearable display and computing devices in North America, the Asia-Pacific, Europe, and internationally. The company offers its products in the form of smart glasses and AR glasses. Its products include monocular smart glasses for enterprise, industrial, commercial, and medical markets; and blade smart sunglasses for applications ranging from basic text messaging and answering the phone to overlaying mapping directions, menus, weather, events, stock quotes, video conferencing, sports updates, social feeds, bio-metrics, and others. The company is also developing a binocular AR smart glasses product that provides the user a live, direct, or indirect view of a real-world environment. Its AR wearable display devices are worn like eyeglasses or attach to a head worn mount to view, record, and interact with video and digital content, such as computer data, the Internet, social media, and entertainment applications. In addition, the company offers an app store on its Website, which enables users to download and purchase applications, including third party applications; applications that provide the benefits of smart glasses to users; and Vuzix Remote Assist that offers remote telepresence capabilities. Further, it provides waveguide optics and design reference kits; custom and engineering solutions; and defense and security products. Vuzix Corporation offers its products directly to enterprise and end users, as well as through specialty retailers, online retailers, distributors, value-added resellers, and Web stores. The company was formerly known as Icuiti Corporation and changed its name to Vuzix Corporation in 2007. Vuzix Corporation was founded in 1997 and is headquartered in West Henrietta, New York.",FALSE,,"Genesee Regional Bank"
"Creative Realities, Inc.",CREX,NASDAQ,0001356093,Technology,"EDP Services",14092330,,0000121390020010786,https://www.sec.gov/Archives/edgar/data/1356093/000121390020010786/0001213900-20-010786-index.htm,8-K,2020-05-01,1551800,,5500000,100,Louisville,Kentucky,KY,40223,US,"Louisville/Jefferson County, KY-IN",http://www.cri.com,"Creative Realities, Inc., together with its subsidiaries, provides digital marketing technology and solutions to retail companies, individual retail brands, enterprises, and other organizations in the United States and Canada. The company's technology and solutions include digital merchandising systems and omni-channel customer engagement systems; interactive digital shopping assistants; advisors and kiosks; and other interactive marketing technologies, such as mobile, social media, point-of-sale transactions, beaconing, and Web-based media that enables its customers to engage with their consumers. It also provides consulting, experience design, content development and production, software development, engineering, implementation, and field services; software licenses; and maintenance and support services related to its software, managed systems, and solutions. The company sells its solutions to the automotive, apparel and accessories, banking, baby/children, beauty, CPG, department stores, digital out-of-home, electronics, fashion, fitness, foodservice/quick service restaurant, financial services, gaming, luxury, mass merchants, mobile operators, and pharmacy retail industries. Creative Realities, Inc. is headquartered in Louisville, Kentucky. Creative Realities, Inc. is a subsidiary of Slipstream Communications, LLC.",FALSE,,"Old National Bank"
"Baudax Bio, Inc.",BXRX,NASDAQ,0001780097,"Health Care","Misc Health and Biotechnology Services",43064431,,0000119312520141592,https://www.sec.gov/Archives/edgar/data/1780097/000119312520141592/0001193125-20-141592-index.htm,8-K,2020-05-13,1537300,,,24,Malvern,Pennsylvania,PA,19355,US,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",http://www.baudaxbio.com,"Baudax Bio, Inc., a pharmaceutical company, develops and commercializes products for hospital and other acute care settings. Its lead product candidate is intravenous form of meloxicam, a non-opioid that has completed Phase III clinical trials for the management of moderate to severe pain; and is in the Phase IIIb clinical trials in colorectal surgery and orthopedic surgery patients to assess opioid consumption, pain intensity, and length of hospital stay with associated pharmacoeconomic parameters. The company's early-stage product candidates includes RP1000, an intermediate-acting neuromuscular blocking agent (NMBA) that is in phase I clinical trial; and RP2000, an ultrashort-acting NMBA, which is in pre-clinical trial; and a reversal agent, as well as Dex-IN, a proprietary intranasal formulation of dexmedetomidine. The company was incorporated in 2019 and is based in Malvern, Pennsylvania.",FALSE,,"PNC Bank"
"One Stop Systems, Inc.",OSS,NASDAQ,0001394056,Technology,"Computer Manufacturing",66483632,,0000119312520143641,https://www.sec.gov/Archives/edgar/data/1394056/000119312520143641/0001193125-20-143641-index.htm,8-K,2020-05-15,1499360,,12600000,116,Escondido,California,CA,92029,US,"San Diego-Carlsbad, CA",http://www.onestopsystems.com,"One Stop Systems, Inc. designs, manufactures, and markets custom high-speed computing systems for high-performance edge computing applications in the United States and internationally. Its systems are built using the graphical processing unit (GPU) and solid-state flash technologies. The company provides GPU appliances that are fully integrated computer clusters; GPU expansion units, which could add hundreds or thousands of computing cores with hundreds of teraflops of computing performance to virtually any OEM server; flash storage and network appliances that are networked storage appliances optimized for the environment and system software of its customers; and flash storage arrays, which provide hundreds of terabytes of storage and millions of input/output operations per second with flash memory. It also offers servers for PCI express-over-cable expansion; desktop expansion appliances in various configurations that add input/output flexibility to any user's desktop system; PCIe expansions; industrial and panel PCs; and ruggedized mobile high-performance compute devices that meet the specialized requirement for devices deployed at the edge in various environmental conditions. The company sells its products to multinational companies, governmental agencies, and technology providers through its web site, web store, direct sales team, and OEM focused sales, as well as through a network of resellers and distributors. One Stop Systems, Inc. was founded in 1998 and is headquartered in Escondido, California.",FALSE,,"Cache Valley Bank"
"The Peck Company Holdings, Inc.",PECK,NASDAQ,0001634447,Technology,Semiconductors,31611594,,0000149315220007257,https://www.sec.gov/Archives/edgar/data/1634447/000149315220007257/0001493152-20-007257-index.htm,8-K,2020-04-28,1487624,,,50,"South Burlington",Vermont,VT,05403,US,"Burlington-South Burlington, VT",http://www.peckcompany.com,"The Peck Company Holdings, Inc. operates as a commercial solar engineering, procurement, and construction (EPC) company in the United States. The company also provides electrical services with training in various aspects of electrical wiring for residential, commercial, and industrial properties; and control wiring and logic controllers, and high voltage power distribution and lighting products. In addition, it operates as a telecommunications installer contractor. The company was founded in 1972 and is headquartered in South Burlington, Vermont.",FALSE,,"NBT Bank"
"Repro Med Systems, Inc.",KRMD,NASDAQ,0000704440,"Health Care","Medical/Dental Instruments",264536186,,0000116169720000170,https://www.sec.gov/Archives/edgar/data/704440/000116169720000170/0001161697-20-000170-index.htm,8-K,2020-04-30,1476508,"Filed notice with SEC that the company will return $1,476,508 loan on 4/30/20.",6200000,71,Chester,"New York",NY,10918,US,"New York-Newark-Jersey City, NY-NJ-PA",http://www.korumedical.com,"Repro Med Systems, Inc., doing business as KORU Medical Systems, designs, manufactures, and markets portable medical devices primarily for the ambulatory infusion market in the United States and internationally. The company offers mechanical infusion product comprising the FREEDOM infusion systems that include the FREEDOM60 syringe driver, the FreedomEdge syringe driver, HIgH-Flo subcutaneous safety needle sets, and precision flow rate tubing. It also provides education and training materials to clinicians, patients, and patient advocates. The company sells its products through direct sales and medical device distributors, as well as online. Repro Med Systems, Inc. was founded in 1980 and is headquartered in Chester, New York.",TRUE,https://www.sec.gov/Archives/edgar/data/704440/000116169720000206/0001161697-20-000206-index.htm,KeyBank
"cbdMD, Inc.",YCBD,"NYSE MKT",0001644903,"Consumer Non-Durables","Package Goods/Cosmetics",49451584,,0000165495420004717,https://www.sec.gov/Archives/edgar/data/1644903/000165495420004717/0001654954-20-004717-index.htm,8-K,2020-04-30,1456100,,11330000,182,Charlotte,"North Carolina",NC,28217,US,"Charlotte-Concord-Gastonia, NC-SC",http://www.cbdmd.com,"cbdMD, Inc. produces and distributes various cannibidiol (CBD) products. It owns and operates the consumer hemp-based CBD brand, cbdMD. The company's product categories include CBD tinctures, capsules, gummies, bath bombs, topical creams, and animal treats and oils. It also offers pet related CBD products under the Paw CBD brand name. The company distributes its products through an e-commerce Website, wholesalers, and various brick and mortar retailers in the United States. The company was formerly known as Level Brands, Inc. and changed its name to cbdMD, Inc. in May 2019. cbdMD, Inc. was founded in 2015 and is headquartered in Charlotte, North Carolina.",FALSE,,"Truist Bank"
"Educational Development Corporation",EDUC,NASDAQ,0000031667,"Consumer Durables","Consumer Specialties",128347730,,0000117184320002679,https://www.sec.gov/Archives/edgar/data/31667/000117184320002679/0001171843-20-002679-index.htm,8-K,2020-04-17,1447400,,,178,Tulsa,Oklahoma,OK,74146,US,"Tulsa, OK",http://www.edcpub.com,"Educational Development Corporation, a publishing company, operates as a trade co-publisher of the line of educational children's books in the United States. The company offers various books, including Touchy-Feely board books, activity and flashcards, adventure and search books, art books, sticker books, and foreign language books, as well as science and math titles, and chapter books and novels. It operates through two divisions, Home Business and Publishing. The Home Business division distributes books through a network of independent consultants, who hold book showings in individual homes; and through social media, book fairs, direct sales, and Internet sales. This division distributes its products to individual purchasers, as well as schools and public libraries. The Publishing division markets books to bookstores, toy stores, specialty stores, museums, and other retail outlets throughout the country. The company distributes children's books published by Usborne Publishing Limited in the United Kingdom. Educational Development Corporation was founded in 1965 and is headquartered in Tulsa, Oklahoma.",FALSE,,"MidFirst Bank"
"Workhorse Group Inc.",WKHS,NASDAQ,0001425287,"Capital Goods","Auto Manufacturing",2147483647,,0000162828020005029,https://www.sec.gov/Archives/edgar/data/1425287/000162828020005029/0001628280-20-005029-index.htm,8-K,2020-04-16,1411000,,,81,Loveland,Ohio,OH,45140,US,"Cincinnati, OH-KY-IN",http://www.workhorse.com,"Workhorse Group Inc. designs, manufactures, builds, sells, and leases battery-electric vehicles and aircraft in the United States. It operates through two divisions, Automotive and Aviation. The company also develops cloud-based and real-time telematics performance monitoring systems that enable fleet operators to optimize energy and route efficiency. Its products include electric cargo vans, and medium and light-duty pickup trucks, as well as HorseFly delivery drones systems. The company was formerly known as AMP Holding Inc. and changed its name to Workhorse Group Inc. in April 2015. Workhorse Group Inc. was founded in 2007 and is headquartered in Loveland, Ohio.",FALSE,,"PNC Bank"
